Name,Space addr,Space
VCU_TargetASOC_PT,0x7003a694,
VCU_TransmissionMalfunction_B,0x7003a698,
VCU_VehChg_STS_B,0x7003a69c,
VCU_VehicleHVStatus_CHS1,0x7003a6a0,
VCU_VehicleHVStatus_CHS2,0x7003a6a4,
VLC_aAcceReq_MP,0x500008a0,
VLC_aAslAcceReq_MP,0x500008a4,
VLC_aAslAcceTarD_MP,0x500008a8,
VLC_aAslAcceTarI_MP,0x500008ac,
VLC_aAslAcceTarP_MP,0x500008b0,
VLC_aAslVehAct_MP,0x500008b4,
VLC_aVehAct_MP,0x500008b8,
VLC_tqAslReqPidCtl_MP,0x500008bc,
VLC_tqAslReqPidRawD_MP,0x500008c0,
VLC_tqAslReqPidRawI_MP,0x500008c4,
VLC_tqAslReqPidRawP_MP,0x500008c8,
VLC_tqAslReqPreCtl_MP,0x500008cc,
VLC_tqReqPidCtl_MP,0x500008d0,
VLC_tqReqPreCtl_MP,0x500008d4,
VLC_vAslSpdReqUpd_MP,0x500008d8,
VLC_vVehAdasFcnModThd_MP,0x500008dc,
VYAW_VEH_CHS1,0x7003a6a8,
V_VEH_COG_CHS1,0x7003a6ac,
V_VEH_COG_CHS2,0x7003a6b0,
VehV_aAcceSasSteerAmp_MP,0x500008e0,
VehV_aAcceSasSteer_MP,0x500008e4,
VehV_aIpuAvgForAcceAmp_MP,0x500008e8,
VehV_aIpuAvgForAcce_MP,0x500008ec,
VehV_aSensorAccForAcceAmp_MP,0x500008f0,
VehV_aSensorAccForAcce_MP,0x500008f4,
VehV_bDiagEna_MP,0x500008f8,
VehV_bDiagRst_MP,0x500008fc,
VehV_bDynoDet_MP,0x50000900,
VehV_nIpuAvgDrvn_MP,0x50000904,
VehV_stDirSign_MP,0x50000908,
VehV_vAvgDrvnNoFil_MP,0x5000090c,
VehV_vAvgNonDrvnNoFil_MP,0x50000910,
VehV_vDrvnLeNoFil_MP,0x50000914,
VehV_vDrvnRiNoFil_MP,0x50000918,
VehV_vNonDrvnLeNoFil_MP,0x5000091c,
VehV_vNonDrvnRiNoFil_MP,0x50000920,
VehV_vVehGndSpd_MP,0x50000924,
VehV_vVehSpdDyno_MP,0x50000928,
WEstTot_Nm_CHS1,0x7003a6b4,
WEstTot_Nm_CHS2,0x7003a6b8,
WakeupStat_V1_PR4W,0x7003a6bc,
WakeupStat_V2_PR4W,0x7003a6c0,
WheelRatioEAxlEtractSys1ActVal_CHS1,0x7003a6c4,
WheelRatioEAxlEtractSys1ActVal_CHS2,0x7003a6c8,
WheelRatioEAxlEtractSys2ActVal_CHS1,0x7003a6cc,
WheelRatioEAxlEtractSys2ActVal_CHS2,0x7003a6d0,
WinMain,0x800c39fc,
WriteAllcounter,0x7001ba6c,
Write_Signals_BCAN_CANFD,0x800c39fc,
Write_Signals_CHS1_CANFD,0x800c39fc,
Write_Signals_CHS2_CANFD,0x800c39fc,
Write_Signals_PT_CANFD,0x800c39fc,
XcpAppl_BuildChecksumMainFunction,0x800c3eba,
XcpAppl_BuildChecksumTrigger,0x800c3f8e,
XcpAppl_CmdReceived,0x800c39fc,
XcpAppl_ConnectTransportLayer,0x8005215c,
XcpAppl_CopyCalPage,0x800c3fe4,
XcpAppl_GetCalPage,0x800c3ff8,
XcpAppl_GetIdSlave,0x800c613e,
XcpAppl_GetPagProcessorInfo,0x800c6282,
XcpAppl_GetPageInfo,0x800c6282,
XcpAppl_GetSegmentInfo,0x800c4010,
XcpAppl_Init,0x800c3ea4,
XcpAppl_MemRead,0x800c6264,
XcpAppl_MemWrite,0x800c6272,
XcpAppl_MemWriteMainFunction,0x800c6282,
XcpAppl_SetCalPage,0x800c4044,
XcpAppl_UserCmd,0x800c6e9e,
Xcp_BlockUpload,0x800c5a26,
Xcp_BuildChecksumMainFunction,0x800c44c8,
Xcp_CanCfgConst,0x80185b98,
Xcp_CanConnect,0x800c39fc,
Xcp_CanDaqQueRamCalc,0x800c3e30,
Xcp_CanDisconnect,0x8005215c,
Xcp_CanGetTxPduId,0x800c3e42,
Xcp_CanIfRxIndication,0x800c3e52,
Xcp_CanIfTxConfirmation,0x800c3e6c,
Xcp_CanInit,0x800c39fc,
Xcp_CanTransmit,0x800c3e7e,
Xcp_CanTransportLayerCmd,0x800c39fc,
Xcp_Cleared,0x7001c748,
Xcp_CmdAllocDaq,0x800c4070,
Xcp_CmdAllocOdt,0x800c4176,
Xcp_CmdAllocOdtEntry,0x800c4304,
Xcp_CmdBuildChecksum,0x800c45fc,
Xcp_CmdClearDaqList,0x800c46f4,
Xcp_CmdConnect,0x800c46fe,
Xcp_CmdCopyCalPage,0x800c47bc,
Xcp_CmdDisconnect,0x800c47e2,
Xcp_CmdDownload,0x800c47ea,
Xcp_CmdDownloadMax,0x800c4978,
Xcp_CmdDownloadNext,0x800c49c2,
Xcp_CmdFreeDaq,0x800c4ac6,
Xcp_CmdGetCalPage,0x800c4bc2,
Xcp_CmdGetCommModeInfo,0x800c4c24,
Xcp_CmdGetDaqEventInfo,0x800c4c62,
Xcp_CmdGetDaqListMode,0x800c4d8c,
Xcp_CmdGetDaqProcessorInfo,0x800c4e62,
Xcp_CmdGetDaqResolutionInfo,0x800c4f64,
Xcp_CmdGetId,0x800c4f9c,
Xcp_CmdGetPagProcessorInfo,0x800c502a,
Xcp_CmdGetPageInfo,0x800c5076,
Xcp_CmdGetSegmentInfo,0x800c50ca,
Xcp_CmdGetStatus,0x800c5118,
Xcp_CmdModifyBits,0x800c5178,
Xcp_CmdReadDaq,0x800c5210,
Xcp_CmdSetCalPage,0x800c530a,
Xcp_CmdSetDaqListMode,0x800c533e,
Xcp_CmdSetDaqPtr,0x800c5454,
Xcp_CmdSetMta,0x800c5680,
Xcp_CmdShortUpload,0x800c56a8,
Xcp_CmdStartStopDaqList,0x800c573c,
Xcp_CmdStartStopSynch,0x800c58ec,
Xcp_CmdSynch,0x800c5956,
Xcp_CmdSynch_Cancel,0x800c596e,
Xcp_CmdTransportLayerCmd,0x800c59b8,
Xcp_CmdUpload,0x800c5a52,
Xcp_CmdUserCmd,0x800c5b70,
Xcp_CmdWriteDaq,0x800c5bc4,
Xcp_Config,0x80178520,
Xcp_CreateQue,0x800c63e2,
Xcp_DaqCalculatePriorityList,0x800c731a,
Xcp_DaqEvent,0x800c5cd2,
Xcp_DaqListFinalize,0x800c7400,
Xcp_DaqListStart,0x800c7484,
Xcp_DaqListStartSelected,0x800c74b4,
Xcp_DaqListStop,0x800c7568,
Xcp_DaqListStopAll,0x800c756c,
Xcp_DaqListStopSelected,0x800c7638,
Xcp_DaqProcessDaqState,0x800c76a4,
Xcp_DaqQueRamCalc,0x800c6eac,
Xcp_DaqRamCalc,0x800c6f34,
Xcp_DaqRamCheck,0x800c6ff2,
Xcp_DaqRamRemove,0x800c5ee6,
Xcp_DaqRamSetRam,0x800c5f92,
Xcp_DaqTransformAndCheckOdtEntry,0x800c7884,
Xcp_DaqTriggerStateStartStop,0x800c7892,
Xcp_DaqWriteDaq,0x800c5c46,
Xcp_DoDisconnect,0x800c3aa2,
Xcp_DownloadRes,0x800c48e0,
Xcp_EventChannel,0x800c608a,
Xcp_EventChannel_100msRstr,0x800c4058,
Xcp_EventChannel_1kmsRstr,0x800c405e,
Xcp_EventChannel_250msRstr,0x800c4064,
Xcp_EventChannel_500msRstr,0x800c406a,
Xcp_GetConnectedTransportLayerId,0x800c3b72,
Xcp_GetControlMode,0x800c3b84,
Xcp_GetStateForCalSup,0x800c3b8e,
Xcp_GetStatus,0x800c3bf2,
Xcp_GlobalNoInit,0x7001c890,
Xcp_Init,0x800c6166,
Xcp_InitChecksum,0x800c46da,
Xcp_InitDaqConfig,0x800c4b06,
Xcp_InitDaqQueue,0x800c63ee,
Xcp_InitDownload,0x800c4944,
Xcp_InitUpload,0x800c5b4a,
Xcp_MainFunction,0x800c3c78,
Xcp_MemRead,0x800c700e,
Xcp_MemWrite,0x800c70a4,
Xcp_MemWriteMainFunction,0x800c719c,
Xcp_MemWriteProtectionCheck,0x800c71f6,
Xcp_NoInit,0x7001c89c,
Xcp_OverlayMem_CheckEnabled,0x800c6288,
Xcp_OverlayMem_Init,0x800c6294,
Xcp_OverlayMem_SetEnabled,0x800c6398,
Xcp_OverlayMem_Sync,0x800c63c8,
Xcp_PlCfgConst,0x80185bd0,
Xcp_QueClearAll,0x800c6414,
Xcp_QueReadNext,0x800c646c,
Xcp_QueSetBack,0x800c64a8,
Xcp_Receive,0x800c65b4,
Xcp_ReceiveCommand,0x800c6646,
Xcp_SendDaq,0x800c67a6,
Xcp_SendErrRes,0x800c6940,
Xcp_SendEv,0x800c6976,
Xcp_SendEv_Code,0x800c6aae,
Xcp_SendPosRes,0x800c6ac4,
Xcp_SendRes,0x800c6aea,
Xcp_SendServiceRequestData,0x800c6c84,
Xcp_SendServiceRequestReset,0x800c6d2a,
Xcp_SetControlMode,0x800c3dde,
Xcp_StoreCommand,0x800c72ba,
Xcp_TxConfirmation,0x800c6de2,
_Errno,0x7001d8a8,
_Exit,0x800503c8,
_START,0x80000020,
_START1,0x800fd9b2,
_START2,0x800fd9be,
_START3,0x800fd9ca,
__CSA0,0x7003ac00,
__CSA0_END,0x7003bc00,
__CSA1,0x6003b800,
__CSA1_END,0x6003bc00,
__CSA2,0x50017800,
__CSA2_END,0x50017c00,
__CSA3,0x40017800,
__CSA3_END,0x40017c00,
__Core1_start,0x803ad654,
__Core2_start,0x8060002e,
__Core3_start,0x8090002e,
__INTTAB_CPU0,0x802fc000,
__INTTAB_CPU1,0x805fe000,
__INTTAB_CPU2,0x808fe000,
__INTTAB_CPU3,0x809fe000,
__ISTACK0,0x7003ab00,
__ISTACK1,0x6003b700,
__ISTACK2,0x50017700,
__ISTACK3,0x40017700,
__OVERLAY_RAM_START,0x60000000,
__RODATA_CALIB_START,0x809c0000,
__TRAPTAB_CPU0,0x802fc200,
__TRAPTAB_CPU1,0x802fc200,
__TRAPTAB_CPU2,0x802fc200,
__TRAPTAB_CPU3,0x802fc200,
__USTACK0,0x7003a600,
__USTACK1,0x6003b200,
__USTACK2,0x50017200,
__USTACK3,0x40017200,
__d_add,0x800c7978,
__d_div,0x800c7c64,
__d_dtoi,0x800c7dcc,
__d_feq,0x800c7e1e,
__d_fge,0x800c7e54,
__d_fgt,0x800c7e9a,
__d_itod,0x800c7ee0,
__d_mul,0x800c7f96,
__d_sub,0x800c814a,
__f_ftoc,0x800c8154,
__f_ftos,0x800c8194,
__f_ftouc,0x800c81d4,
__f_ftous,0x800c8200,
__ll_mul64,0x800503d0,
__ll_shl64,0x800503ea,
__ll_shr64,0x800503e8,
__ll_ushl64,0x80050406,
__ll_ushr64,0x80050404,
__printf_noarg,0x800c39fc,
__printf_noarg2,0x800c8422,
_argcv,0x800c822c,
_c_init,0x800c8240,
_c_init_entry,0x800c824c,
_close,0x800c85fc,
_dbg_request,0x7001d8ac,
_dbg_trap,0x800c8388,
_dbg_trap_tc,0x800c838a,
_do_quick_exit,0x800c39fc,
_doclose,0x800c8404,
_doexit,0x800c39fc,
_dofree,0x800c39fc,
_doprint,0x800c8422,
_edom_raise_invalid,0x800c844e,
_exit,0x800c846a,
_fesetround,0x800e1088,
_fflush,0x800c847c,
_filbuf,0x800c84e6,
_flsbuf,0x800c8558,
_fp_get_rounding_mode,0x8005215c,
_host_close,0x800c85fc,
_host_lseek,0x800c8610,
_host_open,0x800c8626,
_host_read,0x800c863c,
_host_write,0x800c8652,
_io_putc,0x800c8668,
_iob,0x70005ff0,
_isinf,0x800c8686,
_isinfl,0x800c8686,
_isnan,0x800c86a0,
_isnanl,0x800c86a0,
_lc_gb_CALIB_PFLASH,0x809c0000,
_lc_gb_OVERLAY_RAM_DATA,0x60000000,
_lc_gb_USER_CODE,0x80050200,
_lc_gb_bmh_0_copy,0x0,
_lc_gb_bmh_0_orig,0x0,
_lc_gb_bmh_1_copy,0x0,
_lc_gb_bmh_1_orig,0x0,
_lc_gb_bmh_2_copy,0x0,
_lc_gb_bmh_2_orig,0x0,
_lc_gb_bmh_3_copy,0x0,
_lc_gb_bmh_3_orig,0x0,
_lc_gb_bmh_blank,0x0,
_lc_gb_bss,0x70007b68,
_lc_gb_data,0x70000008,
_lc_gb_int_tab_tc0,0x802fc000,
_lc_gb_int_tab_tc1,0x0,
_lc_gb_int_tab_tc2,0x0,
_lc_gb_int_tab_tc3,0x0,
_lc_gb_istack0,0x7003a700,
_lc_gb_istack1,0x6003b300,
_lc_gb_istack2,0x50017300,
_lc_gb_istack3,0x40017300,
_lc_gb_istack4,0x0,
_lc_gb_istack5,0x0,
_lc_gb_reset,0x80000020,
_lc_gb_startptr_tc0,0x0,
_lc_gb_startptr_tc1,0x0,
_lc_gb_startptr_tc2,0x0,
_lc_gb_startptr_tc3,0x0,
_lc_gb_trapvec_tc0,0x0,
_lc_gb_trapvec_tc1,0x0,
_lc_gb_trapvec_tc2,0x0,
_lc_gb_trapvec_tc3,0x0,
_lc_gb_ustack0,0x70034600,
_lc_gb_ustack1,0x6003a200,
_lc_gb_ustack2,0x50016200,
_lc_gb_ustack3,0x40016200,
_lc_gb_ustack4,0x0,
_lc_gb_ustack5,0x0,
_lc_ge_CALIB_PFLASH,0x809f8000,
_lc_ge_OVERLAY_RAM_DATA,0x60038000,
_lc_ge_USER_CODE,0x80150200,
_lc_ge_bmh_0_copy,0x0,
_lc_ge_bmh_0_orig,0x0,
_lc_ge_bmh_1_copy,0x0,
_lc_ge_bmh_1_orig,0x0,
_lc_ge_bmh_2_copy,0x0,
_lc_ge_bmh_2_orig,0x0,
_lc_ge_bmh_3_copy,0x0,
_lc_ge_bmh_3_orig,0x0,
_lc_ge_bmh_blank,0x0,
_lc_ge_bss,0x70032688,
_lc_ge_data,0x70007b68,
_lc_ge_int_tab_tc0,0x802fc316,
_lc_ge_int_tab_tc1,0x0,
_lc_ge_int_tab_tc2,0x0,
_lc_ge_int_tab_tc3,0x0,
_lc_ge_istack0,0x7003ab00,
_lc_ge_istack1,0x6003b700,
_lc_ge_istack2,0x50017700,
_lc_ge_istack3,0x40017700,
_lc_ge_istack4,0x0,
_lc_ge_istack5,0x0,
_lc_ge_reset,0x8000002c,
_lc_ge_startptr_tc0,0x0,
_lc_ge_startptr_tc1,0x0,
_lc_ge_startptr_tc2,0x0,
_lc_ge_startptr_tc3,0x0,
_lc_ge_trapvec_tc0,0x0,
_lc_ge_trapvec_tc1,0x0,
_lc_ge_trapvec_tc2,0x0,
_lc_ge_trapvec_tc3,0x0,
_lc_ge_ustack0,0x7003a600,
_lc_ge_ustack1,0x6003b200,
_lc_ge_ustack2,0x50017200,
_lc_ge_ustack3,0x40017200,
_lc_ge_ustack4,0x0,
_lc_ge_ustack5,0x0,
_lc_u_int_tab,0x802fc000,
_lc_u_trap_tab,0x802fc200,
_lc_ub_csa_tc0,0x7003ac00,
_lc_ub_csa_tc1,0x6003b800,
_lc_ub_csa_tc2,0x50017800,
_lc_ub_csa_tc3,0x40017800,
_lc_ub_table,0x801511a0,
_lc_ue_csa_tc0,0x7003bc00,
_lc_ue_csa_tc1,0x6003bc00,
_lc_ue_csa_tc2,0x50017c00,
_lc_ue_csa_tc3,0x40017c00,
_lc_ue_istack_tc0,0x7003ab00,
_lc_ue_istack_tc1,0x6003b700,
_lc_ue_istack_tc2,0x50017700,
_lc_ue_istack_tc3,0x40017700,
_lc_ue_ustack_tc0,0x7003a600,
_lc_ue_ustack_tc1,0x6003b200,
_lc_ue_ustack_tc2,0x50017200,
_lc_ue_ustack_tc3,0x40017200,
_lseek,0x800c8610,
_open,0x800c8626,
_read,0x800c863c,
_weakstub,0x800c39fc,
_write,0x800c8652,
aci_AcnInFunc_FD,0x803053f0,
aci_AcnInFunc_FD_DW,0x700306f4,
aci_AcnInFunc_FD_Init,0x80305cae,
aci_AcnInFunc_FD_MdlrefDW,0x70030670,
aci_AcnInFunc_FD_initialize,0x80305cba,
acl_AcnCprLim_FD,0x80305cc4,
acl_AcnCprLim_FD_B,0x7001d8c0,
acl_AcnCprLim_FD_DW,0x7001d8cc,
acl_AcnCprLim_FD_HYSTERESIS,0x80307d94,
acl_AcnCprLim_FD_Init,0x80307daa,
acl_AcnCprLim_FD_MdlrefDW,0x7001d914,
acl_AcnCprLim_FD_SetBit32,0x80307dbe,
acl_AcnCprLim_FD_initialize,0x80307de2,
active_wakeup,0x70000410,
adai_AdasInFunc_FD,0x80307dec,
adai_AdasInFunc_FD_MdlrefDW,0x7001d918,
adai_AdasInFunc_FD_initialize,0x803081fc,
adas_AdasSts_FD,0x80308206,
adas_AdasSts_FD_B,0x7001d91c,
adas_AdasSts_FD_DW,0x7001d920,
adas_AdasSts_FD_MdlrefDW,0x7001d934,
adas_AdasSts_FD_initialize,0x80308e2a,
adatl_AdasTqLim_FD,0x80308e34,
adatl_AdasTqLim_FD_DW,0x7001d938,
adatl_AdasTqLim_FD_Init,0x8030994a,
adatl_AdasTqLim_FD_MdlrefDW,0x7001d974,
adatl_AdasTqLim_FD_initialize,0x8030996e,
adc_analogRead_10ms,0x80309978,
adc_analogRead_Init,0x8030a086,
adc_phyData_I_A_APS1,0x60038008,
adc_phyData_I_A_APS1_CFB,0x6003800c,
adc_phyData_I_A_APS1_VMON,0x60038010,
adc_phyData_I_A_APS2,0x60038014,
adc_phyData_I_A_APS2_CFB,0x60038018,
adc_phyData_I_A_APS2_VMON,0x6003801c,
adc_phyData_I_A_ATS,0x60038020,
adc_phyData_I_A_BATT_VBD_MON,0x60038024,
adc_phyData_I_A_BATT_VBR_MON,0x60038028,
adc_phyData_I_A_DTS_N,0x6003802c,
adc_phyData_I_A_DTS_P,0x60038030,
adc_phyData_I_A_HPTSPO,0x60038034,
adc_phyData_I_A_HPTSTO,0x60038038,
adc_phyData_I_A_HS01_CUR_SENSE,0x6003803c,
adc_phyData_I_A_HS01_FAN_EN_internalFB,0x60038040,
adc_phyData_I_A_HS01_PUMP1_EN_internalFB,0x60038044,
adc_phyData_I_A_HS01_PUMP2_EN_internalFB,0x60038048,
adc_phyData_I_A_HS01_PUMP3_EN_internalFB,0x6003804c,
adc_phyData_I_A_HS02_MAINR_internalFB,0x60038050,
adc_phyData_I_A_HS02_RESERVE1_EN_internalFB,0x60038054,
adc_phyData_I_A_HS02_RESERVE2_EN_internalFB,0x60038058,
adc_phyData_I_A_HS02_RESERVE3_EN_internalFB,0x6003805c,
adc_phyData_I_A_IG1_MON,0x60038060,
adc_phyData_I_A_IG3_MON,0x60038064,
adc_phyData_I_A_LOCK_FB,0x60038068,
adc_phyData_I_A_LPTSPO,0x6003806c,
adc_phyData_I_A_LPTSTO,0x60038070,
adc_phyData_I_A_M_CP_V,0x60038074,
adc_phyData_I_A_M_PP,0x60038078,
adc_phyData_I_A_M_V2L_START,0x6003807c,
adc_phyData_I_A_PLC_VDD_3V,0x60038080,
adc_phyData_I_A_PMIC_AMUX,0x60038084,
adc_phyData_I_A_PMIC_VDD_1V,0x60038088,
adc_phyData_I_A_PMIC_VDD_3V,0x6003808c,
adc_phyData_I_A_PMIC_VDD_5V,0x60038090,
adc_phyData_I_A_PMIC_VSEN1A,0x60038094,
adc_phyData_I_A_PMIC_VSEN2A,0x60038098,
adc_phyData_I_A_TSCH,0x6003809c,
adc_phyData_I_A_TSIER,0x600380a0,
adc_phyData_I_A_TSOER,0x600380a4,
adc_phyData_I_A_TSOWR,0x600380a8,
adc_rawData_I_A_APS1,0x600380ac,
adc_rawData_I_A_APS1_CFB,0x600380b0,
adc_rawData_I_A_APS1_VMON,0x600380b4,
adc_rawData_I_A_APS2,0x600380b8,
adc_rawData_I_A_APS2_CFB,0x600380bc,
adc_rawData_I_A_APS2_VMON,0x600380c0,
adc_rawData_I_A_ATS,0x600380c4,
adc_rawData_I_A_BATT_VBD_MON,0x600380c8,
adc_rawData_I_A_BATT_VBR_MON,0x600380cc,
adc_rawData_I_A_DTS_N,0x600380d0,
adc_rawData_I_A_DTS_P,0x600380d4,
adc_rawData_I_A_HPTSPO,0x600380d8,
adc_rawData_I_A_HPTSTO,0x600380dc,
adc_rawData_I_A_HS01_CUR_SENSE,0x600380e0,
adc_rawData_I_A_HS01_FAN_EN_internalFB,0x600380e4,
adc_rawData_I_A_HS01_PUMP1_EN_internalFB,0x600380e8,
adc_rawData_I_A_HS01_PUMP2_EN_internalFB,0x600380ec,
adc_rawData_I_A_HS01_PUMP3_EN_internalFB,0x600380f0,
adc_rawData_I_A_HS02_MAINR_internalFB,0x600380f4,
adc_rawData_I_A_HS02_RESERVE1_EN_internalFB,0x600380f8,
adc_rawData_I_A_HS02_RESERVE2_EN_internalFB,0x600380fc,
adc_rawData_I_A_HS02_RESERVE3_EN_internalFB,0x60038100,
adc_rawData_I_A_IG1_MON,0x60038104,
adc_rawData_I_A_IG3_MON,0x60038108,
adc_rawData_I_A_LOCK_FB,0x6003810c,
adc_rawData_I_A_LPTSPO,0x60038110,
adc_rawData_I_A_LPTSTO,0x60038114,
adc_rawData_I_A_M_CP_V,0x60038118,
adc_rawData_I_A_M_PP,0x6003811c,
adc_rawData_I_A_M_V2L_START,0x60038120,
adc_rawData_I_A_PLC_VDD_3V,0x60038124,
adc_rawData_I_A_PMIC_AMUX,0x60038128,
adc_rawData_I_A_PMIC_VDD_1V,0x6003812c,
adc_rawData_I_A_PMIC_VDD_3V,0x60038130,
adc_rawData_I_A_PMIC_VDD_5V,0x60038134,
adc_rawData_I_A_PMIC_VSEN1A,0x60038138,
adc_rawData_I_A_PMIC_VSEN2A,0x6003813c,
adc_rawData_I_A_TSCH,0x60038140,
adc_rawData_I_A_TSIER,0x60038144,
adc_rawData_I_A_TSOER,0x60038148,
adc_rawData_I_A_TSOWR,0x6003814c,
aem_ApplErrMgr_FD,0x8030a31a,
aem_ApplErrMgr_FD_B,0x7001d978,
aem_ApplErrMgr_FD_DW,0x7001d97c,
aem_ApplErrMgr_FD_MdlrefDW,0x7001d9a0,
aem_ApplErrMgr_FD_initialize,0x8030b86e,
amd_AirbModuleDiagc_FD,0x8030b878,
amd_AirbModuleDiagc_FD_B,0x7003065c,
amd_AirbModuleDiagc_FD_DW,0x700307f4,
amd_AirbModuleDiagc_FD_GetBit,0x8030bf0c,
amd_AirbModuleDiagc_FD_MdlrefDW,0x70030674,
amd_AirbModuleDiagc_FD_initialize,0x8030bf22,
ame_AirbModuleEvIn_FD,0x8030bf2c,
ame_AirbModuleEvIn_FD_B,0x7001d9a4,
ame_AirbModuleEvIn_FD_DW,0x7001d9a8,
ame_AirbModuleEvIn_FD_MdlrefDW,0x7001d9b8,
ame_AirbModuleEvIn_FD_initialize,0x8030c2e2,
ami_AirbModuleInFunc_FD,0x8030c2ec,
ami_AirbModuleInFunc_FD_MdlrefDW,0x7001d9bc,
ami_AirbModuleInFunc_FD_initialize,0x8030c670,
apa_AccrPedlArbn_FD,0x8030c67a,
apa_AccrPedlArbn_FD_DW,0x7001d9c0,
apa_AccrPedlArbn_FD_Init,0x8030cad6,
apa_AccrPedlArbn_FD_MdlrefDW,0x7001d9d4,
apa_AccrPedlArbn_FD_initialize,0x8030cae2,
apd_AccrPedlDiagc_FD,0x8030caec,
apd_AccrPedlDiagc_FD_B,0x7001d9d8,
apd_AccrPedlDiagc_FD_DW,0x7001d9dc,
apd_AccrPedlDiagc_FD_HYSTERESIS,0x8030dab2,
apd_AccrPedlDiagc_FD_MdlrefDW,0x7001da68,
apd_AccrPedlDiagc_FD_initialize,0x8030dace,
api_AccrPedlInFunc_FD,0x8030dad8,
api_AccrPedlInFunc_FD_MdlrefDW,0x70030678,
api_AccrPedlInFunc_FD_initialize,0x8030de0a,
ats_AmbTSen_FD,0x8030de14,
ats_AmbTSen_FD_MdlrefDW,0x7001da6c,
ats_AmbTSen_FD_initialize,0x8030de5e,
awt_ActWhlTq_FD,0x8030de68,
awt_ActWhlTq_FD_DW,0x7001da70,
awt_ActWhlTq_FD_Init,0x8030e56a,
awt_ActWhlTq_FD_MdlrefDW,0x7001da7c,
awt_ActWhlTq_FD_initialize,0x8030e576,
bc_BattChlr_FD,0x8030e580,
bc_BattChlr_FD_MdlrefDW,0x7001da80,
bc_BattChlr_FD_initialize,0x8030e688,
bcmd_BcmDiagcFunc_FD,0x8030e692,
bcmd_BcmDiagcFunc_FD_B,0x7001da84,
bcmd_BcmDiagcFunc_FD_DW,0x7001da88,
bcmd_BcmDiagcFunc_FD_GetBit,0x8030bf0c,
bcmd_BcmDiagcFunc_FD_MdlrefDW,0x7001db00,
bcmd_BcmDiagcFunc_FD_initialize,0x8030f12c,
bcmi_BcmInFunc_FD,0x8030f136,
bcmi_BcmInFunc_FD_MdlrefDW,0x7001db04,
bcmi_BcmInFunc_FD_initialize,0x80310188,
bcmo_BcmOutFunc_FD,0x80310192,
bcmo_BcmOutFunc_FD_MdlrefDW,0x7001db08,
bcmo_BcmOutFunc_FD_initialize,0x803101e4,
bhcc_BhcCtl_FD,0x803101ee,
bhcc_BhcCtl_FD_DW,0x7001db0c,
bhcc_BhcCtl_FD_MdlrefDW,0x7001db38,
bhcc_BhcCtl_FD_initialize,0x803114aa,
bhcd_BhcDiagc_FD,0x803114b4,
bhcd_BhcDiagc_FD_DW,0x700307c8,
bhcd_BhcDiagc_FD_MdlrefDW,0x7003067c,
bhcd_BhcDiagc_FD_initialize,0x803121ca,
bhci_BhcInFunc_FD,0x803121d4,
bhci_BhcInFunc_FD_MdlrefDW,0x7001db3c,
bhci_BhcInFunc_FD_initialize,0x803125aa,
bkd_BrkDiagc_FD,0x803125b4,
bkd_BrkDiagc_FD_B,0x7001db40,
bkd_BrkDiagc_FD_DW,0x7001db44,
bkd_BrkDiagc_FD_MdlrefDW,0x7001db54,
bkd_BrkDiagc_FD_initialize,0x803129dc,
bki_BrkInFunc_FD,0x803129e6,
bki_BrkInFunc_FD_MdlrefDW,0x7001db58,
bki_BrkInFunc_FD_initialize,0x80312c34,
bkp_BrkPedl_FD,0x80312c3e,
bkp_BrkPedl_FD_B,0x7001db5c,
bkp_BrkPedl_FD_DW,0x7001db64,
bkp_BrkPedl_FD_HYSTERESIS,0x803131a4,
bkp_BrkPedl_FD_Init,0x803131b8,
bkp_BrkPedl_FD_MdlrefDW,0x7001db7c,
bkp_BrkPedl_FD_initialize,0x803131c4,
bswio_shtDownReq,0x700060b8,
bulkChgCmpltFlg,0x60038150,
cacc_ChrgCtl_FD,0x800c872a,
cacc_ChrgCtl_FD_DW,0x7001db80,
cacc_ChrgCtl_FD_MdlrefDW,0x7001dc64,
cacc_ChrgCtl_FD_initialize,0x800cd002,
cacmi_ComAcmIn_FD,0x803131ce,
cacmi_ComAcmIn_FD_DW,0x7001dc68,
cacmi_ComAcmIn_FD_Init,0x80313954,
cacmi_ComAcmIn_FD_MdlrefDW,0x7001dc80,
cacmi_ComAcmIn_FD_initialize,0x80313988,
cact_CoorrPtActv_FD,0x80313992,
cact_CoorrPtActv_FD_DW,0x7001dc84,
cact_CoorrPtActv_FD_MdlrefDW,0x7001dc88,
cact_CoorrPtActv_FD_initialize,0x80313afe,
cadasi_ComAdasIn_FD,0x80313b08,
cadasi_ComAdasIn_FD_DW,0x7001dc8c,
cadasi_ComAdasIn_FD_Init,0x80314a6e,
cadasi_ComAdasIn_FD_MdlrefDW,0x7001dccc,
cadasi_ComAdasIn_FD_initialize,0x80314aba,
canai_ComAnaIn_FD,0x800cd00c,
canai_ComAnaIn_FD_DW,0x7001dcd0,
canai_ComAnaIn_FD_Init,0x80314ac4,
canai_ComAnaIn_FD_MdlrefDW,0x7001dd0c,
canai_ComAnaIn_FD_initialize,0x800cdfa0,
cap_ASU_St_Output_ASU_Air_Tank_Pressure_CHS1_Factor_C,0x80185e58,
